Name,Text
GINA, The medical examiner's office just called. They mishandled some evidence. So the D.A.'s gonna have to dismiss your last two busts.
JAKE, [sighs] Great. And the slump gets worse.
GINA," I don't think it's a slump. Honestly, you are straight-up cursed."
JAKE," Good to know. Can you hand me a paper towel, please, Gina?"
GINA, There's no more left.
JAKE," Yeah, that sounds right."
JAKE, Hey.
HOLT, You're dripping on my carpet.
JAKE," Oh, don't worry, sir. It's just urinal water. Clean urinal water."
CHARLES, You could eat off his shirt.
HOLT, Why would I ever eat off his shirt?
JAKE," Look, sir, I don't know what's going on, but I think I'm cursed."
HOLT," Cursed, huh?"
JAKE," The freakiest things have been happening to me. I mean, I can't solve a case to save my life. Birds are unloading on me left and right. And, two seconds ago..."
JAKE," Hey, Sarge, do we have any old t-shirts in here?"
JAKE, Cursed.
HOLT," Yeah, I've seen this kind of thing before. It happened to a friend of mine back in the 1-8. Detective Smith. We called him Smitty. He thought he was cursed, and because cops are superstitious, the whole precinct thought he was cursed."
JAKE," But then he found a case, and he solved it. And now he's married to Kate Upton."
HOLT," No. No one would go out on calls with him. He responded to a riot at a gym without backup, and got beaten up by a girls' volleyball team. It was actually quite violent."
CHARLES, Man... Girls are so scary.
HOLT," I don't want you out in the field again, Peralta. I'm pulling you from casework. You can digitize old files with Scully."
JAKE," You're benching me? No, no, no, look-- I've got a plan. Give all my open cases to Hitchcock, who's suddenly on a roll, and assign me 20 fresh ones. Eventually, my luck will turn."
HOLT," No, I don't think that's what's best for you or the squad. Not until this blows over."
JAKE, And how long will that be?
HOLT," Could be a week, could be a month."
CHARLES," Could be a year. Could be a decade. Sorry, we're just saying bigger and bigger numbers."
AMY," I don't know how to connect with these kids. They're mean and shallow and respect nothing. I mean, what kind of person would they even listen to?"
GINA," Hitchcock, stop bringing your food in little tupperware containers. It hurts my fingers when I'm trying to open it."
HITCHCOCK, Sorry!
AMY," Hey, Gina. That's a super cute--"
GINA, What do you want?
AMY, --Sweater. Okay. Rosa and I think it would be great if you talked to the kids.
GINA," Mm, I thought only cops could help."
ROSA," In this case, not being a cop might actually be better."
GINA," Mm, that's true. In all cases, cops are the worst."
JAKE," ""Enter the numbers from this report into the corresponding boxes on the screen. Then fill out these fields."" And I'm in a coma. Hey, Hitchcock. Help me out, man. I'm so bored. Let me jump back on that murder with you."
HITCHCOCK, No. I got it.
JAKE," Come on, man, let me just--"
HITCHCOCK," No, don't touch it! You're contagious. Everything could fall apart!"
HOLT," Peralta, leave Hitchcock alone! Come here. I got in touch with Smitty. He says that you should rub this rabbit's foot with your left forefinger and your pinky, like this, for good luck. Okay? Now you try it."
JAKE," Okay. Yep. It's definitely helping. I can feel it. The curse is lifting off of me. Ah, hand cramp!"
HOLT," Rub, rub, rub."
CHARLES, You okay?
TERRY, The fairy princess castle has defeated me. I'm a grown man with man hands and a man brain. I should be able to put together a dollhouse in less than four hours. Why does it have to be so hard? Look... This screw has three point sides. And nowhere to screw it in! [screw clatters to floor] And there's wheels. What kind of castle has wheels? [screams as he starts destroying what's left of the castle]
JAKE," 117A. Yes. 117B. Yes. 118A. Wait a minute. Hey, just heading to the can."
HOLT, Take the rabbit's foot.
JAKE, Roger that.
CHARLES, Hey. What's going on?
JAKE," Well, I'm not allowed to leave my desk, so we have to meet in here."
CHARLES, So what you're saying is that this is kind of a...
JAKE," No, for the last time, Charles, we don't need a clubhouse."
CHARLES, You know what I'm thinking?
JAKE, No clubhouse.
JAKE," I need you to make these calls for me. Don't let Holt see you. But if my hunch is right, the slump is over. Come through for me, Boyle."
CHARLES, You know I will.
JAKE, All right.
CHARLES," I'm just saying, put a couple leather chairs in here."
JAKE, Go!
GINA," Children, your problem is not that you're troubled or at-risk or bad dressers. Is that a trucker hat? Still? Come on. Your problem... is that you don't have passion for anything. My life turned around when I found my passion. And today, well I hope to inspire you with it. [clicks to turn on Christina Aguilera's Beautiful and she starts dancing, after a while she shuts off the music and sits on the table] What are we thinking? Yes, in the denim."
KID #2, I think I speak for everyone when I say your weird dancing was just weird.
GINA," Fine. Cops make $52,000 a year. You never have to stop at a red light. And you get to carry a gun. Who wants in? Boom, boom, boom, boom, boom. Yes."
AMY," Oh, my god. You got eight kids to sign up. How did you know that would work?"
GINA, That's what made me sign up when I was a kid.
ROSA, You did this program?
GINA, Mm-hmm. Yeah. It does not work.
CHARLES, They're here.
JAKE, Fantastic. Too dramatic?
CHARLES, No.
JAKE, Hi.
MR. TERRINO, Why are we in the bathroom?
JAKE," I thought you might ask that, and I will answer in due time. But first, I know what happened to your grandma. Nothing."
MR. TERRINO, What are you talking about?
JAKE," The reason I couldn't find her is because she never existed. I had Detective Boyle make some calls, and it turns out you've done this before. Five missing persons reports in five different states. [hands Mr. Terrino the reports] Recognize this?"
MR. TERRINO, What are you accusing us of?
JAKE," Probably insurance fraud. Definitely filing a false report and obstruction of justice. Now, you were wondering why we did this in the bathroom. It's because you're full of crap."
CHARLES, Blammo! Jake Hammer strikes again.
JAKE, Jake Hammer strikes again.
HOLT, Detectives. I see we got eight recruits for the Junior Police Program. Outstanding.
AMY," Thank you, sir. But, as important as your praise is to me, it should actually go to Gina. She's the one that got through to the kids."
GINA," Yes, I am amazing. And I only ask for one thing in repayment. A 600% raise."
HOLT," Or... I can give you a zero percent raise and make you my personal assistant, which is what I'm doing. I think you have hidden talents, which will make you surprisingly good at the job."
GINA," No, I have no talents."
HOLT, You start Monday.
GINA, Ugh. Constantly getting Holt's approval is the worst.
AMY," Yes, I can only imagine."
JAKE," Well, the curse is over. The slump is done. Jake is back. Permission to take a selfie of the two of us, sir? [holds out phone in front of both their faces]"
HOLT, Permission denied.
JAKE," Too late. Ah, that was a good one."
HOLT," So, the rabbit's foot worked, huh?"
JAKE," Ah, maybe. All I know is my mind was so numb from doing all that boring data entry that my brain kind of rebooted, and I had an inspiration about one of my old cases. [deep breath] And I now see that that was your plan all along. And that you're capable of smiling."
HOLT," All talented detectives haves their ups and downs, Peralta."
JAKE, So you think I'm talented. You said it. No takebacks.
HOLT, You know why Boyle doesn't slump?
JAKE, Because his whole life is a slump?
HOLT," Because he doesn't let adversity get him down. He keeps grinding. If I'd given you those new cases, the second you hit a snag, you would have spiraled again. You need to stay out of your own head."
JAKE," Okay. But, sir, I don't get it. If that was your plan, why bother with Smitty and the rabbit's foot?"
HOLT," Well, there's a very good reason for that. I was, uh, I believe the term is, uh... messing with you."
JAKE," Oh... I see what's going on here. We're becoming homies. Office Christmas card candidate, right here! Me and Holt are homies!"
CHARLES," Hey, Sarge. I assembled the castle for you. Here it is."
TERRY," Oh, my god. What happened to all the princess flourishes?"
CHARLES," Well, they were destroyed, so I turned it into a princess police station. You know, some jobs take brains, some jobs take muscles, some jobs take dainty little fingers. Did I ever tell you I had to wear a woman's wedding ring?"
TERRY," Thank you, Boyle. I appreciate it."
CHARLES," You're a good dad. Don't put so much pressure on yourself. Oh, check this out. Working siren. [flicks a switch and a siren starts blaring] I'll fix that!"
AMY, I'm so glad we could finally do this.
DATE," I know, Kylie says you're always stuck at the precinct."
AMY," Yeah. Speaking of, this is work. Sorry. What's up, Peralta?"
JAKE, Captain called. He needs everybody back. There's a lead on the nightingale strangler.
AMY, Okay.
JAKE," His M.O. is he finds lonely women with no friends, poisons their food, and then guts 'em in his van. It's pretty gnarly. Last seen wearing a salmon shirt, grey blazer, and witnesses have said he has trouble fitting lettuce in his mouth."
AMY, Okay. Where are you?
JAKE," Apparently has the world's smallest pen1s and doesn't know how to use it... Hi, there, I'm Jake Peralta, Amy's boss. That's not true."
AMY, What are you doing here?
JAKE, I'm here on a date. Who is now leaving. Worth it. Have a great night.
DATE, Your boss seems really nice.
AMY, He's not my boss.
JAKE," Yes, I am!"
JAKE," And with a record five felonies solved in one week, Peralta pulls ahead. Did you guys hear that I solved five felonies in a week?"
AMY, We heard.
JAKE, Really? How?
JAKE," Five felonies in one week! Light 'em up, Boyle."
JAKE, That's the sweet taste of triumph.
ROSA, You should shower more.
JAKE, Yep.
TERRY, Updates on open cases.
CHARLES, I just got a DOA on Bessimer street.
TERRY," You're the primary, you're in charge. Take Diaz and Peralta."
BOYLE, Yes. My fantasy threesome. Of cops on a case.
HOLT," Detectives, our monthly crime statistics are due. I want all paperwork on your closed cases by tomorrow. Scully, you can just write ""I didn't close any"" on a piece of paper."
SCULLY, You got it.
AMY," I already got my paperwork in, Captain."
CAPTAIN HOLT, Then I guess this little reminder isn't for you.
JAKE," Wow, looks like he hates you even more than me."
AMY," No, he doesn't. We have a good relationship. We're on the same page."
HOLT," Something to share with the rest of us, Santiago?"
AMY," No, sir, I wasn't... Peralta was the one that was talking. God, you must have been the worst fourth grader ever."
HOLT, Joke's on you. I skipped fourth grade.
HOLT," Santiago, anything else?"
SANTIAGO, No.
HOLT, No?
AMY, Uh-uh.
HOLT, Dismissed.
AMY," Hey, Boyle. I know you haven't had Peralta as a secondary in a while. Be careful. It can be rough."
JAKE," Hey, saboteur, that's not true."
JAKE, I happen to be a very good secondary.
AMY, So you were just borrowing those cars?
PERALTA, Ask about his bank account. Ask about his bank account! Ask him about his bank...
AMY," You can't give up control, you're terrible at taking your primary's orders, you just do whatever you want. I could go on and on and on."
JAKE, Is something no lover of yours has ever said.
BOYLE, Blammo.
JAKE," Look, I can be an amazing secondary and I'll prove it."
CHARLES," I know you will, Jake-in-the-box."
JAKE," Okay, don't ever call me that again. I'm driving. We should leave now. Carry my bag. But you should pick the music, primary."
AMY," It's a great picture, sir."
HOLT, I hate it.
AMY," Me too. So I have an eyewitness in the purse-snatcher case. Only problem is, the sketch artist is out sick. How do you want me to proceed?"
HOLT," Figure it out, Santiago. It's your case."
AMY, Yes. I will do that. Thank you.
HOLT, Are you bowing?
AMY, No. This is how I walk.
ROSA," What do you need, Quasimodo? I gotta go meet with Boyle and Peralta."
AMY, Is there something wrong with the Captain? It seems like he's in a bad mood.
ROSA, I don't know. Who can tell?
ROSA," You all right, Captain? Tough weekend?"
HOLT, I went to Barbados with my husband. We wove hats out of Palm fronds and swam with the stingrays. I've never been happier.
ROSA, Guy's impossible to read. Don't even try.
JAKE, Wow. This guy must have weighed 500 pounds. I think we have an idea what killed him. Spoiler alert
JAKE & CHARLES BOTH, What do we got?
JAKE," Sorry, sorry. You're the primary, you're in charge."
OFFICER," Frank Patterson. 58 years old, married, no children. Wife found him this morning and called it in."
ROSA,"What are you thinking, Boyle?"
CHARLES, All ri...
JAKE," I'm calling natural causes. We got heart medicine over here, home defibrillator. And a frequent customer gift basket from the cardiac wing of Brooklyn Methodist. This case is open and shut. Just like his mouth was, constantly. That was my last fat joke. Okay? Diaz, check and see if there's any more meds in the bathroom. Boyle, see what you can find in the bedroom. I'll take the kitchen."
CHARLES," Yep, that's exactly what I was gonna say. It's... it's so weird. He's so good at knowing what I'm gonna tell him to do, he just does it. It's weird."
AMY," Hey, sergeant. You know how you're really good at doodling?"
TERRY," I know you think you're complimenting me, but calling them doodles is an insult. You a big fan of Picasso's doodles?"
AMY, Sorry. Can you please draw a perp for me? The sketch artist is out sick and the Captain wants this done right away. He's in a bad mood.
TERRY, Is he? I can never read him.
TERRY," You look chipper, Captain. You have a fun weekend?"
HOLT, There was a small fire in my home. I lost many photo albums of treasured memories. I'm devastated.
CHARLES, Any signs of forced entry or a struggle?
OFFICER, No.
JAKE, You sure about that? Looks like maybe his belt had a pretty epic struggle with his stomach.
AMY," I'm telling you, he and I have a connection and there is something bothering him. Can you help me out?"
AMY," Great. Ma'am, can you please describe the perp to sergeant Jeffords?"
LADY," Yeah, he had, um, dark, curly hair, and a neck tattoo..."
TERRY," Wait, wait, wait. Slow down. Let's start with the eyes. Were they desperate? Lonely? Did they betray heartache?"
LADY, They were brown.
TERRY, Do you even want your purse back?
ROSA, So far you've managed to tell three fat jokes and completely bulldoze Charles. Is that your idea of being a good secondary?
JAKE," First off, I've told four. And second, I'm helping. I mean, I started cataloguing the contents of the fridge, but it turns out there's not enough paper on earth. Five fat jokes. Thanks, Arnie. [Laughs] See, Arnie thinks I'm doing great."
ROSA," Arnie, shut up. Jake, for once, just hang back and let Boyle do his job."
JAKE," Fine. Unless I get a direct order from Boyle I will stand here motionless like a wise, old oak tree."
ROSA, You look like an idiot.
CHARLES," I'm so sorry for your loss, Mrs. Patterson. Can you talk about what happened after breakfast?"
MRS.PATTERSON," I took the dog for a walk. When I came back, he was dead. I'm just in shock. We were going on a cruise together next week. He had pre-purchased the unlimited soda package."
CHARLES, I'm sure the soft drink industry mourns his passing.
JAKE, Motion reactivated. Hey. Detective Jake Peralta.
M.E, Dr. Rossi. I'm the new medical examiner. Don't let me get in your way. I'm sure you have a lot to do.
JAKE," Actually, I've been given a direct order to do nothing, so. What brings you here... Okay. All right. Sorry. Sorry."
DR.ROSSI, You all right?
JAKE, What's up?
HOLT, How's the Patterson case looking?
BOYLE," It looks like natural causes, but I'll know for sure once I get the autopsy results tomorrow. Jake volunteered to follow up with the M.E. My man is all over it."
DR.ROSSI, I'm really glad you could sneak away from your case.
JAKE," Well, it's technically not really my case, but on the plus side, I have all the time in the world."
ROSSI, Oh.
JAKE," To you. And to the ginormous, dead fat man who brought us together."
BOYLE," Hey, Jake. Have you heard anything from the M.E.? She hasn't sent the autopsy report."
JAKE," Oh, that's strange. Maybe probably a bunch more people died and she got super busy? That's definitely what happened."
CHARLES," Okay, just let me know when she calls. You got it."
JAKE," Hey, can I ask you guys something? Can you keep a secret?"
ROSA, Do you know anything about my life?
JAKE," No, I do not. Good point. Okay, so you know the new medical examiner? I kinda had s*x with her last night."
AMY, What?
JAKE," Oh, sorry, I forgot who I was talking to. s*x is something that two adults do with their bodies when they're attracted to each other."
ROSA," He's right, Santiago. Do you not know that?"
AMY," I meant, what were you thinking? She was supposed to be doing an autopsy for your primary, Charles."
JAKE," The guy died of natural causes. What's the big deal? Anyways, back to last night. As you would imagine, I'm normally up for pretty much anything in the bedroom, but I can't tell if what happened was weird or sexy."
ROSSI, Wait. Close your eyes.
JAKE," Oh, okay."
ROSSI," Shh. Shh, shh, shh, shh, shh, shh."
JAKE, What are you doing?
ROSSI, rI like 'em cold.
JAKE, Okay...
ROSA, Not that weird.
JAKE, Cold? Like a dead guy?
AMY, You're reading into that.
JAKE, Am I?
ROSSI, You have a really nice chest.
JAKE, Thank you.
ROSSI, I'd love to crack it open and get my hands all over your organs.
JAKE, Okay...
ROSSI, I wonder how much your appendix weighs. [Gasps] Oh. It's inflamed.
JAKE," All right. Wait, that's bad, right?"
ROSSI," Yeah, it is. Oh, no."
AMY, Ew! Please tell me you ran out of there.
JAKE, No. For some reason I kinda started getting into it.
ROSSI," Oh, what do we have here?"
JAKE, A 34-year-old caucasian male who is dead. Very dead.
ROSSI, Mmm. Cause of death?
JAKE, Initial assessment
ROSSI, But what do I find when I probe a little farther?
JAKE, Bruising around the neck. And ocean water in the lungs.
ROSSI," Ooh, how long have you been dead, body?"
JAKE, Four days.
ROSSI, Gross. Bloating. Odors.
JAKE," Oh, uh, 24 hours."
ROSSI, Perfect.
JAKE, Here we go.
AMY," Stop, stop, stop! Weird, weird, weird!"
JAKE," Rosa, what's your call? Weird or sexy?"
ROSA, Weird.
JAKE, I knew it. But also kinda sexy?
ROSA," No. Weird. But more importantly, that's what you were doing while Charles was grinding through paperwork?"
AMY," Told ya. Worst secondary in the unit. What do you guys want from me? You know, I take over a crime scene, I'm a bad secondary. I blow off work to have s*x with a hot coroner, I'm a bad secondary. I can't win."
CHARLES, What are you guys talking about?
JAKE," Um, just weird s*x stuff that has nothing to do with work."
CHARLES, I once had s*x on a futon. And it was in couch mode.
JAKE, Hmm.
AMY," Sarge, all of these are fine. How much longer are you gonna work on this?"
TERRY, It's questions like that that made Van Gogh cut off his ear. You can't put a clock on art. Ten minutes.
AMY, Great. Let's catch this guy so we can give Holt some good news. I wanna cheer him up.
SCULLY," Well, how do you even know he's in a bad mood? I mean, it's impossible to read that guy."
HOLT," This is the most incompetent, worthless report I have ever read in my life! Get your act together or, so help me God, you won't live to see retirement!"
SCULLY," It's like, ""what's that guy thinking?"" You know?"
AMY," I can read him. And if anyone can figure out what's bothering him, it's me. He and I are exactly the same. Except that I'm younger, Cuban, female, single, and straight."
TERRY, Captain Holt's not gay. Captain Holt's gay?
AMY," Seriously, man, just retire."
HOLT," Boyle, where's my paperwork on that DOA? Still waiting on the autopsy report. Supposed to come in first thing this morning, but so far, nothing."
HOLT, This is unacceptable. I'll call the M.E. and find out what happened.
JAKE," Eh, bup-bup-bup-bup-bah. That's not necessary, sir. For the record, I think it's natural causes anyway, but I'm also the secondary in this case. It's my responsibility, so I will head on down there and pick up the report."
HOLT, Good. But don't ever bup-bup-bup-bup me again.
JAKE," Right, I don't know..."
HOLT, Bup-bup-bup-bup... Bup-bup-bup. Just go.
JAKE," Yep, I am going to regret teaching him that one."
BOYLE," Rosa, can I show you something? What's up? Patterson's wife told me that they were going on a cruise together next month, but her credit card bill shows only one ticket booked. Either she's lying or she knew he was gonna die."
ROSA," Huh, nice find, Boyle."
BOYLE, This could be a murder. Where's that autopsy? Jake went down to the M.E. an hour and a half ago. He still hasn't got back to me.
ROSA, Jake went to get the autopsy report?
BOYLE," I know. Isn't he the best? I mean, he's really coming into his own as a secondary. I wanna get him something nice. Does he come across more as a Pinot guy or more of a Shiraz?"
ROSA, You know what? We better go down there. See what's holding him up.
CHARLES, Good call.
ROSSI, Detectives. [Clears throat] Hello.
ROSA, Shirt's buttoned wrong.
DR. ROSSI," Huh. So it is. Well, how can I help you?"
BOYLE," Uh, we came by to get that autopsy report. Hmm. Is Detective Peralta here? I haven't seen him. Thanks for coming by."
ROSA, Hold on. Found him.
JAKE," Ah, thank goodness you're here. I am so lost. Do you know where the vending machines are?"
JAKE," Look, it's not what it seems like. Yes, it is. Yes, it is. Here's what happened. I came down here to get the autopsy report and in conclusion, here we are. Now if you'll excuse me..."
ROSA," Cut the crap, Peralta. Look, I'm sorry I slowed down the autopsy results, but everyone knows it's natural causes."
BOYLE, Not anymore. We think it could be a murder.
JAKE," Wait, like a murder murder, or, like, his mouth murdered him by making him eat so much food that his heart exploded?"
ROSA, Murder murder.
ROSSI, We need the autopsy to be sure.
ROSSI, I have not gotten to that yet.
CHARLES," You guys have been down here for two hours. What, did you have s*x 40 times?"
JAKE," 40 times? No, Charles, like... Look, I'm sorry. We didn't know it was a homicide."
CHARLES," Well, it shouldn't matter. I'm your primary and I asked you to do something. So if it's okay, I'd like to be upset with you."
JAKE," It's more than okay. It's okay times two. Now, Dr. Rossi, will you please perform the autopsy for us right now?"
ROSSI," Actually, with a body this size, I'd need my assistant, and I gave him the rest of the afternoon off when Jake showed up."
JAKE," Guilty. Okay, fine. I will act as your assistant because I am a wonderful secondary. How gross could it be?"
ROSSI, Just gonna need you to hold open this chest cavity for me.
JAKE," Oh. Wow. Okay, I can do that. It's no big deal. Just like holding open some slimy elevator doors. For a family of aliens... Oh, my God."
ROSSI," Yep, there are some signs of stress on the heart, but that's not surprising. Oh, will you look at that stomach lining? God, that is just a beaut."
JAKE, Ugh.
ROSSI, All right. I'm gonna need you to go ahead and take your hand...
ROSSI," Yep, get it down there."
ROSSI, Get it down there. Get it on in
ROSSI ," There you go. Oh, that is so big."
HOLT, Caught him?
AMY," Yes, sir. He was easy to pick up. He looked just like the sergeant's sketch."
SCULLY," You could be a professional artist, boss. Like on the boardwalk."
TERRY, You think I should draw caricatures? That's garbage art! I don't draw giant-head people on surfboards!
SCULLY, I'm saying you could. You're that good.
AMY," Captain, the credit really goes to sergeant Jeffords. Without his refined artistic skills..."
HOLT, Finish the paperwork by noon. I want it included in the crime stats.
PERP," I gotta say, I always hate how I look in pictures, but that is so flattering. Also, I'm innocent."
TERRY, Shut up.
AMY," Sarge, I need you to do one more drawing for me. What? It'll cheer the Captain up. He'll be over the moon. He may even lean back in his chair a little and nod slightly."
TERRY," This is a lot of pressure. If I'm gonna do this, it has to be done right. Scully, get me my oils."
SCULLY, Paint or massage? I'll get both.
ROSSI," You know, this is one of the most unhealthy people I've ever seen. It's like cutting into a big, overstuffed ravioli. Sure you want me to keep digging?"
JAKE," Unfortunately, yes. If the primary on this case says it's a murder, we have to treat it like a murder."
ROSSI, Okay. Here we go. Oh. Wanna see something cool?
JAKE, No.
ROSSI, Here it is. That's what I'm talking about. [Gasps] Listen. Goosh.
JAKE, Mm-hmm.
ROSSI," You know what that was? That was the air releasing from the large intestine. [Sighs] In the biz, we call that ""the death bubble."" It's pretty cool. Here, you wanna hold it?"
JAKE, No!
AMY, Knock knock.
HOLT, You can knock with your hands. Saying it is ridiculous.
AMY," Okay. Well, I know you're having a bad day... I think you're having a bad day. So, to cheer you up I had Terry do this painting to replace the photo you hated."
HOLT, I threw away the photo because I think it's ostentatious to hang pictures of yourself. Especially when you haven't earned a place on the wall.
AMY, Oh.
HOLT," But you would have me hang a baroque oil painting of myself like I'm a north Korean dictator. What? No ornate gold frame? Why am I not astride my noble steed, clad in armor? We could add a horse. You just wasted your time, Terry's time, and now my time on this when you should have been filing a report on the purse-snatcher."
AMY," Oh, I did. It's already in the system."
CAPTAIN, Oh. Mm-hmm. Good. Thank you. Dismissed.
ROSSI," Here are the contents of his stomach. Oh, that's where they went. And here's the really cool part. Get in here, look at the scarring on this liver. Cause of death"
JAKE," Boyle was right. All right, I'm gonna go tell him."
ROSSI," Yeah, you could. Or you could stay for a post-mortem."
JAKE," Nope. Sorry. The spell has worn off. No more weird dead guy s*x for me ever again. It's nothing personal, I just think s*x is for the living. Isn't that right, buddy? Oh, my God, he has no eyes! Oh, that is terrifying."
AMY," What now, Santiago?"
AMY, I figured out why you've been so tense. You're worried about the monthly crime statistics.
HOLT, That's not your concern.
AMY, I just checked the stats myself. Our arrest numbers haven't improved since you got here. They're exactly the same as last month.
HOLT," If this is your strategy to cheer me up, it's backfiring."
AMY," Sir, I don't think you realize how good flat numbers are. I went back 12 years. A precinct's numbers almost always get worse under new leadership, but ours didn't. That's a win. It's just your first month. Morale is much higher, people are working harder, you're well on your way to earning a place on that wall."
HOLT," Thank you, Santiago."
AMY," You know, we're birds of a feather, you and I."
HOLT, I hate cliches.
AMY, Cliches are the worst. Okay.
CHARLES," We know you killed your husband. That cruise you planned was for one, plus the autopsy showed clear signs of poison."
JAKE," And for the record, the inside of his body was very gross."
CHARLES," Noted. My only question is, why'd you do it?"
MRS PATTERSON," Um, he drove me to it. He had affair after affair. He was a real don Juan."
JAKE, Permission to make a fat joke?
CHARLES, Granted.
JAKE," Are you sure you didn't mean ""don flan""? Thanks."
CHARLES," Nice. Mrs. Patterson, you are under arrest for the murder of your husband."
ROSA," Sarge, that painting is tight."
TERRY, It's terrible. The brushwork is sloppy. There's poor use of negative space. I'm a fraud.
HOLT, Not at all. I'd like to take this home for my husband. He'll be glad you made me look so happy.
TERRY, I was trying to make him look serious. I still can't read him.
ROSA, No one can.
AMY, I can. He likes it.
DIAZ," Nice job, Boyle. You nailed it."
JAKE," Here. Of course he did. He's a great primary. And I'm sorry I was such a bad number two. I may, for the first time, have been a bit of a jerk, and I'm sorry."
CHARLES, What a wonderful moment.
JAKE," I agree, it is a wonderful moment. What a wonderful moment. Rosa, do you agree?"
ROSA, It's all right. It's all right
CHARLES, Oh. D.A. wants to set bail for Patterson's wife. They need me to send them all the files.
JAKE, I'm the secondary. I'll go back there and do the busy work. You guys stay here and keep celebrating.
ROSA, You sure you're not just sneaking off for more weird dead guy s*x?
JAKE," We will never speak of that again. Never. Okay, bye."
CHARLES," God. Crazy day, huh?"
ROSA, I hate small talk. Let's drink in silence.
CHARLES, Perfect.
